time,keyword,positive,negative,neutral
1672304400,#ETH,18,2,180
1672300800,#ETH,25,3,172
1672297200,#ETH,11,3,186
1672293600,#ETH,17,5,178
1672290000,#ETH,14,4,179
1672286400,#ETH,22,6,172
1672282800,#ETH,6,5,189
1672279200,#ETH,16,0,184
1672275600,#ETH,17,6,177
1672272000,#ETH,20,2,178
1672268400,#ETH,23,2,175
1672264800,#ETH,13,5,182
1672261200,#ETH,34,3,163
1672257600,#ETH,24,4,172
1672254000,#ETH,29,4,167
1672250400,#ETH,17,3,180
1672246800,#ETH,18,2,180
1672243200,#ETH,26,3,171
1672239600,#ETH,25,3,172
1672236000,#ETH,25,1,174
1672232400,#ETH,25,10,165
1672228800,#ETH,24,0,176
1672225200,#ETH,16,2,182
1672221600,#ETH,13,1,186
1672218000,#ETH,17,3,180
1672214400,#ETH,21,2,177
1672210800,#ETH,17,7,176
1672207200,#ETH,22,6,172
1672203600,#ETH,19,10,171
1672200000,#ETH,27,3,170
1672196400,#ETH,25,3,171
1672192800,#ETH,19,6,175
1672189200,#ETH,25,1,174
1672185600,#ETH,17,6,177
1672182000,#ETH,17,5,178
1672178400,#ETH,20,6,174
1672174800,#ETH,33,3,164
1672171200,#ETH,30,3,167
1672167600,#ETH,29,4,167
1672164000,#ETH,15,2,183
1672160400,#ETH,24,2,174
1672156800,#ETH,28,3,169
1672153200,#ETH,26,1,173
1672149600,#ETH,22,2,176
1672146000,#ETH,19,2,179
1672142400,#ETH,16,0,184
1672138800,#ETH,19,2,179
1672135200,#ETH,19,5,176
1672131600,#ETH,19,4,177
1672128000,#ETH,20,3,177
1672124400,#ETH,26,5,169
1672120800,#ETH,17,2,181
1672117200,#ETH,19,1,180
1672113600,#ETH,22,4,174
1672110000,#ETH,18,3,179
1672106400,#ETH,23,3,174
1672102800,#ETH,24,1,175
1672099200,#ETH,26,4,170
1672095600,#ETH,19,2,179
1672092000,#ETH,15,1,184
1672088400,#ETH,23,4,173
1672084800,#ETH,20,5,175
1672081200,#ETH,42,3,155
1672077600,#ETH,28,8,164
1672074000,#ETH,32,2,166
1672070400,#ETH,23,4,173
1672066800,#ETH,23,6,171
1672063200,#ETH,19,1,180
1672059600,#ETH,22,3,175
1672056000,#ETH,20,2,178
1672052400,#ETH,17,3,180
1672048800,#ETH,27,2,171
1672045200,#ETH,19,6,175
1672041600,#ETH,18,4,178
1672038000,#ETH,20,4,176
1672034400,#ETH,23,4,173
1672030800,#ETH,19,1,180
1672027200,#ETH,26,3,171
1672023600,#ETH,31,3,166
1672020000,#ETH,24,3,173
1672016400,#ETH,18,3,179
1672012800,#ETH,22,3,175
1672009200,#ETH,22,2,176
1672005600,#ETH,30,1,169
1672002000,#ETH,23,0,177
1671998400,#ETH,26,1,173
1671994800,#ETH,29,3,168
1671991200,#ETH,28,1,171
1671987600,#ETH,21,1,178
1671984000,#ETH,28,2,170
1671980400,#ETH,28,1,171
1671976800,#ETH,24,0,176
1671973200,#ETH,14,1,185
1671969600,#ETH,30,1,169
1671966000,#ETH,19,1,180
1671962400,#ETH,21,1,178
1671958800,#ETH,31,2,167
1671955200,#ETH,21,0,179
1671951600,#ETH,22,2,176
1671948000,#ETH,13,2,185
1671944400,#ETH,13,1,186
1671940800,#ETH,22,4,174
1671937200,#ETH,23,3,160
1671933600,#ETH,24,1,175
1671930000,#ETH,23,2,175
1671926400,#ETH,19,3,178
1671922800,#ETH,18,1,181
1671919200,#ETH,21,2,177
1671915600,#ETH,20,1,179
1671912000,#ETH,29,0,171
1671908400,#ETH,24,2,174
1671904800,#ETH,35,0,165
1671901200,#ETH,40,0,160
1671897600,#ETH,17,2,181
1671894000,#ETH,32,0,168
1671890400,#ETH,20,1,179
1671886800,#ETH,23,3,174
1671883200,#ETH,22,3,175
1671879600,#ETH,17,4,179
1671876000,#ETH,23,0,177
1671872400,#ETH,19,1,180
1671868800,#ETH,23,1,176
1671865200,#ETH,17,0,183
1671861600,#ETH,13,0,187
1671858000,#ETH,16,1,180
1671854400,#ETH,24,3,173
1671850800,#ETH,19,4,177
1671847200,#ETH,15,5,180
1671843600,#ETH,18,2,180
1671840000,#ETH,23,2,175
1671836400,#ETH,20,4,176
1671832800,#ETH,19,2,179
1671829200,#ETH,34,2,164
1671825600,#ETH,31,9,160
1671822000,#ETH,30,1,169
1671818400,#ETH,21,1,178
1671814800,#ETH,20,4,176
1671811200,#ETH,23,3,174
1671807600,#ETH,30,1,169
1671804000,#ETH,10,2,188
1671800400,#ETH,32,2,166
1671796800,#ETH,27,2,171
1671793200,#ETH,15,3,182
1671789600,#ETH,18,5,177
1671786000,#ETH,21,3,176
1671782400,#ETH,26,4,170
1671778800,#ETH,18,1,181
1671775200,#ETH,17,2,181
1671771600,#ETH,23,3,174
1671768000,#ETH,13,5,182
1671764400,#ETH,20,4,176
1671760800,#ETH,22,5,173
1671757200,#ETH,20,3,177
1671753600,#ETH,17,6,177
1671750000,#ETH,24,6,170
1671746400,#ETH,25,3,172
1671742800,#ETH,24,4,172
1671739200,#ETH,20,2,178
1671735600,#ETH,12,2,186
1671732000,#ETH,22,2,176
1671728400,#ETH,24,5,171
1671724800,#ETH,24,5,171
1671721200,#ETH,24,1,175
1671717600,#ETH,15,3,182
1671714000,#ETH,22,3,175
1671710400,#ETH,16,1,183
1671706800,#ETH,19,1,180
1671703200,#ETH,20,0,180
1671699600,#ETH,19,1,180
1671696000,#ETH,17,3,180
1671692400,#ETH,17,2,181
1671688800,#ETH,21,1,178
1671685200,#ETH,12,5,183
1671681600,#ETH,13,8,179
1671678000,#ETH,14,9,177
1671674400,#ETH,14,2,184
1671670800,#ETH,17,1,182
1671667200,#ETH,12,6,182
1671663600,#ETH,29,2,169
1671660000,#ETH,19,1,180
1671656400,#ETH,22,2,176
1671652800,#ETH,16,2,182
1671649200,#ETH,24,3,173
1671645600,#ETH,27,1,172
1671642000,#ETH,20,3,177
1671638400,#ETH,28,4,168
1671634800,#ETH,26,1,173
1671631200,#ETH,18,3,179
1671627600,#ETH,24,3,173
1671624000,#ETH,26,2,172
1671620400,#ETH,18,1,181
1671616800,#ETH,19,2,179
1671613200,#ETH,16,2,182
1671609600,#ETH,21,2,177
1671606000,#ETH,13,3,184
1671602400,#ETH,20,1,179
1671598800,#ETH,9,2,189
1671595200,#ETH,27,1,172
1671591600,#ETH,19,3,178
1671588000,#ETH,13,0,187
1671584400,#ETH,18,4,178
1671580800,#ETH,18,4,178
1671577200,#ETH,23,8,169
1671573600,#ETH,19,1,180
1671570000,#ETH,27,6,167
1671566400,#ETH,17,3,180
1671562800,#ETH,26,10,164
1671559200,#ETH,11,3,186
1671555600,#ETH,24,4,172
1671552000,#ETH,30,4,166
1671548400,#ETH,17,2,181
1671544800,#ETH,24,0,176
1671541200,#ETH,22,4,174
1671537600,#ETH,18,3,179
1671534000,#ETH,11,0,189
1671530400,#ETH,20,0,180
1671526800,#ETH,21,4,175
1671523200,#ETH,18,1,181
1671519600,#ETH,20,5,175
1671516000,#ETH,17,1,182
1671512400,#ETH,12,0,188
1671508800,#ETH,22,2,176
1671505200,#ETH,16,0,184
1671501600,#ETH,16,5,179
1671498000,#ETH,21,5,174
1671494400,#ETH,20,4,176
1671490800,#ETH,13,0,187
1671487200,#ETH,19,2,179
1671483600,#ETH,10,5,185
1671480000,#ETH,12,1,187
1671476400,#ETH,8,3,189
1671472800,#ETH,35,1,164
1671469200,#ETH,12,1,187
1671465600,#ETH,18,4,178
1671462000,#ETH,26,5,169
1671458400,#ETH,26,6,168
1671454800,#ETH,20,0,180
1671451200,#ETH,18,2,180
1671447600,#ETH,10,5,185
1671444000,#ETH,18,5,177
1671440400,#ETH,15,4,181
1671436800,#ETH,24,2,174
1671433200,#ETH,27,6,167
1671429600,#ETH,9,2,189
1671426000,#ETH,15,1,184
1671422400,#ETH,9,1,190
1671418800,#ETH,9,0,191
1671415200,#ETH,14,3,183
1671411600,#ETH,21,1,178
1671408000,#ETH,17,2,181
1671404400,#ETH,25,2,173
1671400800,#ETH,21,2,177
1671397200,#ETH,19,1,180
1671393600,#ETH,23,4,173
1671390000,#ETH,25,0,175
1671386400,#ETH,20,1,179
1671382800,#ETH,20,2,178
