,Timestamp,Open,High,Low,close,Volume_(BTC),Volume_(Currency),Weighted_Price
157627,1334775540,5.18,5.18,5.18,5.18,5.02316602,26.019999984,5.18
157641,1334776380,5.16,5.16,5.16,5.16,50.0,258.0,5.16
157645,1334776620,5.11,5.11,5.11,5.11,50.0,255.5,5.11
157720,1334781120,5.16,5.16,5.16,5.16,20.1744186,104.09999998,5.16
158057,1334801340,5.17,5.17,5.17,5.17,8.66,44.7722,5.17
158068,1334802000,5.18,5.18,5.18,5.18,54.16409266,280.56999998,5.18
158085,1334803020,5.08,5.08,5.08,5.08,189.96835107,965.03922344,5.08
158095,1334803620,5.07,5.07,5.07,5.07,0.03164893,0.1604600751,5.07
158231,1334811780,5.07,5.07,5.06,5.06,49.1224221,248.80068005,5.0649106744
158234,1334811960,5.07,5.07,5.07,5.07,3.0,15.21,5.07
158235,1334812020,5.07,5.07,5.07,5.07,1.8775779,9.519319953,5.07
158297,1334815740,5.1,5.1,5.1,5.1,2.14,10.914,5.1
158308,1334816400,5.13,5.13,5.13,5.13,3.17190482,16.271871727,5.13
158309,1334816460,5.14,5.14,5.14,5.14,4.87871586,25.07659952,5.14
158459,1334825460,5.15,5.15,5.15,5.15,5.05242718,26.019999977,5.15
158646,1334836680,5.15,5.15,5.15,5.15,3.91620532,20.168457398,5.15
158749,1334842860,5.1,5.1,5.1,5.1,20.0,102.0,5.1
158761,1334843580,5.11,5.12,5.11,5.12,34.33,175.4953,5.1120099039
158763,1334843700,5.11,5.11,5.11,5.11,1.59,8.1249,5.11
158770,1334844120,5.12,5.13,5.12,5.13,9.1,46.672,5.1287912088
158771,1334844180,5.11,5.11,5.11,5.11,5.0,25.55,5.11
158806,1334846280,5.1,5.1,5.1,5.1,21.13,107.763,5.1
158807,1334846340,5.1,5.1,5.1,5.1,3.58856263,18.301669413,5.1
158815,1334846820,5.13,5.13,5.13,5.13,8.994,46.13922,5.13
158826,1334847480,5.14,5.14,5.14,5.14,3.67120622,18.869999971,5.14
158840,1334848320,5.14,5.14,5.14,5.14,0.24,1.2336,5.14
158841,1334848380,5.14,5.14,5.14,5.14,0.24,1.2336,5.14
158890,1334851320,5.14,5.14,5.14,5.14,11.84879378,60.902800029,5.14
158901,1334851980,5.15,5.15,5.15,5.15,0.79805825,4.1099999875,5.15
158910,1334852520,5.15,5.15,5.15,5.15,6.31067961,32.499999991,5.15
158934,1334853960,5.15,5.15,5.15,5.15,2.13,10.9695,5.15
158967,1334855940,5.15,5.15,5.15,5.15,14.76126214,76.020500021,5.15
158968,1334856000,5.16,5.16,5.16,5.16,23.09496124,119.17,5.16
158987,1334857140,5.16,5.16,5.16,5.16,7.55813953,38.999999975,5.16
159058,1334861400,5.16,5.16,5.16,5.16,1.92829457,9.9499999812,5.16
159142,1334866440,5.13,5.13,5.13,5.13,8.986,46.09818,5.13
159149,1334866860,5.16,5.16,5.16,5.16,42.87403101,221.23000001,5.16
159247,1334872740,5.13,5.13,5.13,5.13,8.4943748,43.576142724,5.13
159535,1334890020,5.15,5.15,5.15,5.15,0.24,1.236,5.15
159719,1334901060,5.16,5.16,5.16,5.16,12.59810843,65.006239499,5.16
159761,1334903580,5.11,5.11,5.11,5.11,8.0,40.88,5.11
159789,1334905260,5.12,5.13,5.12,5.13,40.0,205.04,5.126
159851,1334908980,5.11,5.11,5.11,5.11,8.0,40.88,5.11
159864,1334909760,5.13,5.13,5.13,5.13,36.8605316,189.09452711,5.13
159866,1334909880,5.13,5.13,5.13,5.13,1.16375,5.9700375,5.13
159970,1334916120,5.16,5.16,5.16,5.16,12.60077519,65.01999998,5.16
160069,1334922060,5.16,5.16,5.16,5.16,5.80275512,29.942216419,5.16
160075,1334922420,5.16,5.16,5.16,5.16,10.0,51.6,5.16
160080,1334922720,5.17,5.17,5.17,5.17,20.34515098,105.18443057,5.17
160091,1334923380,5.18,5.18,5.18,5.18,1.6956677,8.783558686,5.18
160111,1334924580,5.17,5.17,5.17,5.17,2.16492993,11.192687738,5.17
160130,1334925720,5.12,5.12,5.12,5.12,5.74884942,29.43410903,5.12
160131,1334925780,5.12,5.12,5.12,5.12,15.9796662,81.815890944,5.12
160408,1334942400,5.15,5.15,5.15,5.15,7.4697596,38.46926194,5.15
160419,1334943060,5.13,5.13,5.13,5.13,4.3094925,22.107696525,5.13
160420,1334943120,5.12,5.12,5.12,5.12,2.15895474,11.053848269,5.12
160421,1334943180,5.11,5.11,5.11,5.11,2.19022593,11.192054502,5.11
160422,1334943240,5.1,5.1,5.1,5.1,2.19798162,11.209706262,5.1
160423,1334943300,5.09,5.09,5.09,5.09,20.67358561,105.22855075,5.09
160531,1334949780,5.15,5.15,5.15,5.15,9.45855978,48.711582867,5.15
160532,1334949840,5.16,5.19,5.16,5.19,73.4906507,380.73549819,5.1807338017
160533,1334949900,5.19,5.22,5.19,5.22,12.36399173,64.410413186,5.209516036
160546,1334950680,5.2,5.2,5.19,5.19,18.6,96.587634615,5.1928835815
160582,1334952840,5.23,5.23,5.23,5.23,3.52839146,18.453487336,5.23
160586,1334953080,5.24,5.24,5.24,5.24,5.78761236,30.327088766,5.24
160623,1334955300,5.28,5.28,5.28,5.28,2.94751589,15.562883899,5.28
160659,1334957460,5.31,5.31,5.31,5.31,2.91988661,15.504597899,5.31
160683,1334958900,5.35,5.35,5.35,5.35,2.91162638,15.577201133,5.35
160686,1334959080,5.36,5.36,5.36,5.36,5.85589802,31.387613387,5.36
160688,1334959200,5.37,5.38,5.37,5.38,14.77157237,79.412737383,5.3760517428
160836,1334968080,5.4,5.43,5.4,5.43,24.07880088,130.57220505,5.422703801
160885,1334971020,5.37,5.37,5.37,5.37,22.2,119.214,5.37
160978,1334976600,5.37,5.37,5.37,5.37,2.48309202,13.334204147,5.37
161158,1334987400,5.37,5.37,5.37,5.37,3.14,16.8618,5.37
161159,1334987460,5.37,5.37,5.37,5.37,2.89,15.5193,5.37
161161,1334987580,5.37,5.37,5.37,5.37,0.76,4.0812,5.37
161199,1334989860,5.36,5.36,5.36,5.36,1.83515,9.836404,5.36
161209,1334990460,5.35,5.35,5.35,5.35,1.31705998,7.046270893,5.35
161217,1334990940,5.35,5.35,5.34,5.34,13.56517017,72.469190758,5.3422986848
161289,1334995260,5.32,5.32,5.32,5.32,7.1,37.772,5.32
161494,1335007560,5.32,5.32,5.32,5.32,7.49401483,39.868158896,5.32
161544,1335010560,5.29,5.29,5.29,5.29,6.7,35.443,5.29
161561,1335011580,5.29,5.29,5.25,5.25,5.1513147,27.088212776,5.2585047417
161572,1335012240,5.2,5.2,5.2,5.2,1.0,5.2,5.2
161574,1335012360,5.2,5.2,5.2,5.2,1.13687258,5.911737416,5.2
161637,1335016140,5.2,5.2,5.2,5.2,2.17173971,11.293046492,5.2
161708,1335020400,5.19,5.19,5.19,5.19,50.66889479,262.97156396,5.19
161785,1335025020,5.19,5.19,5.19,5.19,5.11918146,26.568551777,5.19
161868,1335030000,5.19,5.19,5.19,5.19,90.6,470.214,5.19
161943,1335034500,5.24,5.24,5.24,5.24,5.27622002,27.647392905,5.24
161969,1335036060,5.25,5.26,5.25,5.26,42.25605404,222.21565244,5.258788533
162220,1335051120,5.24,5.24,5.24,5.24,5.0,26.2,5.24
162369,1335060060,5.24,5.24,5.24,5.24,6.39870323,33.529204925,5.24
162370,1335060120,5.23,5.23,5.21,5.21,9.65030233,50.354411829,5.2179102899
162714,1335080760,5.21,5.21,5.21,5.21,12.7,66.167,5.21
163024,1335099360,5.21,5.21,5.21,5.21,12.68861277,66.107672532,5.21
163063,1335101700,5.25,5.25,5.25,5.25,8.19300617,43.013282393,5.25
163094,1335103560,5.2,5.2,5.2,5.2,11.55249929,60.072996308,5.2
163141,1335106380,5.24,5.24,5.24,5.24,24.84038461,130.16361536,5.24
163142,1335106440,5.24,5.24,5.24,5.24,0.03625954,0.1899999896,5.24
163143,1335106500,5.21,5.21,5.21,5.21,3.0,15.63,5.21
163206,1335110280,5.2,5.2,5.2,5.2,19.15,99.58,5.2
163227,1335111540,5.2,5.2,5.19,5.19,9.8,50.88739317,5.1925911398
163228,1335111600,5.19,5.19,5.18,5.18,5.9,30.56224561,5.1800416289
163389,1335121260,5.18,5.18,5.18,5.18,7.67349102,39.748683484,5.18
163522,1335129240,5.17,5.17,5.17,5.17,7.98538367,41.284433574,5.17
163928,1335153600,5.2,5.25,5.2,5.23,9.41538462,49.180781223,5.2234489836
163990,1335157320,5.19,5.19,5.19,5.19,7.0,36.33,5.19
164034,1335159960,5.19,5.19,5.17,5.17,10.13151094,52.405229781,5.1724989581
164130,1335165720,5.21,5.21,5.21,5.21,30.02305345,156.42010847,5.21
164184,1335168960,5.17,5.17,5.17,5.17,8.97968075,46.424949478,5.17
164291,1335175380,5.19,5.19,5.19,5.19,4.45248495,23.10839689,5.19
164292,1335175440,5.19,5.19,5.19,5.19,3.04751505,15.81660311,5.19
164294,1335175560,5.19,5.2,5.19,5.2,32.3,167.9595093,5.1999848079
164363,1335179700,5.17,5.17,5.17,5.17,16.92,87.4764,5.17
164401,1335181980,5.2,5.2,5.2,5.2,16.05074156,83.463856112,5.2
164426,1335183480,5.17,5.17,5.17,5.17,2.53608202,13.111544043,5.17
164429,1335183660,5.17,5.17,5.17,5.17,51.8,267.806,5.17
164430,1335183720,5.17,5.17,5.17,5.17,15.2,78.584,5.17
164473,1335186300,5.17,5.17,5.17,5.17,1.0,5.17,5.17
164480,1335186720,5.17,5.17,5.17,5.17,5.0,25.85,5.17
164481,1335186780,5.16,5.17,5.16,5.17,9.79497099,50.580000018,5.1638744076
164485,1335187020,5.17,5.17,5.17,5.17,3.09658554,16.009347242,5.17
164501,1335187980,5.16,5.16,5.16,5.16,3.22263834,16.628813834,5.16
164629,1335195660,5.18,5.18,5.18,5.18,1.598,8.27764,5.18
164731,1335201780,5.16,5.16,5.15,5.15,16.30596947,84.056563083,5.1549564862
164745,1335202620,5.15,5.15,5.15,5.15,18.25825242,94.029999963,5.15
164767,1335203940,5.14,5.14,5.14,5.14,68.81677855,353.71824175,5.14
164774,1335204360,5.14,5.14,5.14,5.14,300.51609759,1544.6527416,5.14
164803,1335206100,5.15,5.15,5.15,5.15,12.0,61.8,5.15
165047,1335220740,5.15,5.15,5.15,5.15,19.37984496,99.806201544,5.15
165056,1335221280,5.15,5.15,5.15,5.15,97.32364341,501.21676356,5.15
165082,1335222840,5.15,5.15,5.15,5.15,39.31277769,202.4608051,5.15
165112,1335224640,5.14,5.14,5.13,5.13,26.5,135.96888307,5.1309012478
165113,1335224700,5.13,5.13,5.13,5.13,0.01431775,0.0734500575,5.13
165121,1335225180,5.11,5.11,5.1,5.1,63.5,324.0323092,5.102871011
165122,1335225240,5.1,5.1,5.08,5.08,7.30468772,37.130102279,5.0830512819
165125,1335225420,5.05,5.05,5.0,5.0,46.65995661,234.37320719,5.0230052537
165132,1335225840,4.99,4.99,4.98,4.98,7.3,36.408906024,4.9875213731
165151,1335226980,5.06,5.06,5.06,5.06,6.4090909,32.429999954,5.06
165429,1335243660,5.03,5.05,5.03,5.05,7.69225459,38.747486022,5.0372079563
165456,1335245280,5.08,5.08,5.08,5.08,2.33346748,11.854014798,5.08
165463,1335245700,5.08,5.08,5.08,5.08,0.66653252,3.3859852016,5.08
165473,1335246300,5.05,5.05,5.05,5.05,100.5,507.525,5.05
165476,1335246480,5.05,5.05,5.05,5.05,6.0,30.3,5.05
165477,1335246540,5.05,5.05,5.05,5.05,80.4,406.02,5.05
165478,1335246600,5.05,5.05,5.05,5.05,0.32,1.616,5.05
165480,1335246720,5.05,5.05,5.05,5.05,4.9,24.745,5.05
165573,1335252300,5.05,5.05,5.05,5.05,17.73267327,89.550000013,5.05
165616,1335254880,5.04,5.04,5.04,5.04,18.16865079,91.569999982,5.04
165630,1335255720,5.04,5.04,5.04,5.04,0.21031746,1.0599999984,5.04
165633,1335255900,5.04,5.05,5.04,5.05,40.34336309,203.73092324,5.0499241421
165660,1335257520,5.07,5.07,5.07,5.07,203.01620567,1029.2921627,5.07
165661,1335257580,5.07,5.07,5.07,5.07,95.4,483.678,5.07
165662,1335257640,5.07,5.08,5.07,5.07,56.72874016,287.82600001,5.0737245213
165663,1335257700,5.07,5.07,5.07,5.07,28.6,145.002,5.07
165664,1335257760,5.07,5.07,5.07,5.07,23.5,119.145,5.07
165668,1335258000,5.07,5.07,5.07,5.07,5.1,25.857,5.07
165671,1335258180,5.08,5.08,5.08,5.08,10.97637795,55.759999986,5.08
165673,1335258300,5.07,5.07,5.07,5.07,2.49455675,12.647402723,5.07
165679,1335258660,5.08,5.08,5.08,5.08,256.2,1301.496,5.08
165684,1335258960,5.08,5.08,5.08,5.08,25.46259843,129.35000002,5.08
165718,1335261000,5.07,5.08,5.07,5.08,117.6,596.698,5.073962585
165719,1335261060,5.08,5.08,5.08,5.08,41.6,211.328,5.08
165720,1335261120,5.07,5.07,5.07,5.07,6.22090729,31.53999996,5.07
165726,1335261480,5.08,5.08,5.08,5.08,89.1,452.628,5.08
165756,1335263280,5.08,5.08,5.08,5.08,51.37992126,261.01,5.08
165763,1335263700,5.08,5.08,5.08,5.08,2.5,12.7,5.08
165774,1335264360,5.08,5.08,5.08,5.08,8.6,43.688,5.08
165780,1335264720,5.08,5.08,5.08,5.08,0.00127551,0.0064795908,5.08
165782,1335264840,5.09,5.09,5.09,5.09,80.4483,409.481847,5.09
165786,1335265080,5.1,5.1,5.1,5.1,0.81723817,4.167914667,5.1
165791,1335265380,5.11,5.11,5.11,5.11,1.05044584,5.3677782424,5.11
165802,1335266040,5.13,5.13,5.13,5.13,2.49455675,12.797076128,5.13
165813,1335266700,5.14,5.14,5.14,5.14,2.1718479,11.163298206,5.14
165822,1335267240,5.14,5.14,5.14,5.14,9.5,48.83,5.14
165824,1335267360,5.15,5.15,5.15,5.15,0.01747572,0.089999958,5.15
165840,1335268320,5.15,5.15,5.15,5.15,2.15011365,11.073085298,5.15
165841,1335268380,5.15,5.15,5.15,5.15,9.82852713,50.61691472,5.15
165852,1335269040,5.11,5.11,5.11,5.11,5.89930171,30.145431738,5.11
165866,1335269880,5.15,5.15,5.15,5.15,76.02206219,391.51362028,5.15
165906,1335272280,5.11,5.11,5.11,5.11,6.0,30.66,5.11
165908,1335272400,5.11,5.11,5.11,5.11,6.0,30.66,5.11
165925,1335273420,5.12,5.12,5.12,5.12,1.94335938,9.9500000256,5.12
165927,1335273540,5.12,5.12,5.12,5.12,6.57299444,33.653731533,5.12
165945,1335274620,5.12,5.12,5.12,5.12,4.27961835,21.911645952,5.12
165958,1335275400,5.11,5.11,5.11,5.11,3.82540076,19.547797884,5.11
166015,1335278820,5.11,5.11,5.11,5.11,83.9,428.729,5.11
166018,1335279000,5.11,5.11,5.11,5.11,19.45596869,99.420000006,5.11
166103,1335284100,5.1,5.1,5.1,5.1,27.4696894,140.09541594,5.1
166105,1335284220,5.09,5.09,5.09,5.09,2.87774222,14.6477079,5.09
166107,1335284340,5.09,5.09,5.09,5.09,20.5353926,104.52514833,5.09
166147,1335286740,5.11,5.11,5.11,5.11,10.21330724,52.189999996,5.11
166192,1335289440,5.11,5.11,5.11,5.11,169.16638981,864.44025193,5.11
166204,1335290160,5.14,5.14,5.14,5.14,10.0,51.4,5.14
166238,1335292200,5.12,5.12,5.12,5.12,3.42139715,17.517553408,5.12
166273,1335294300,5.11,5.11,5.11,5.11,2.86642553,14.647434458,5.11
166303,1335296100,5.11,5.11,5.11,5.11,5.41029002,27.646582002,5.11
166386,1335301080,5.12,5.12,5.12,5.12,77.73632812,398.00999997,5.12
166549,1335310860,5.08,5.08,5.08,5.08,6.3,32.004,5.08
166942,1335334440,5.12,5.13,5.12,5.13,88.4,453.4324772,5.1293266652
166943,1335334500,5.13,5.13,5.13,5.13,50.4,258.552,5.13
166944,1335334560,5.13,5.13,5.13,5.13,10.174,52.19262,5.13
166974,1335336360,5.12,5.12,5.12,5.12,5.95227961,30.475671603,5.12
167186,1335349080,5.13,5.13,5.13,5.13,21.33528265,109.44999999,5.13
167215,1335350820,5.1,5.1,5.1,5.1,8.94587282,45.623951382,5.1
167216,1335350880,5.09,5.09,5.09,5.09,5.37803384,27.374192246,5.09
167217,1335350940,5.08,5.08,5.07,5.07,19.92688483,101.17876235,5.0775002322
167218,1335351000,5.06,5.06,5.06,5.06,2.798279,14.15929174,5.06
167224,1335351360,5.13,5.13,5.13,5.13,12.7582846,65.449999998,5.13
167280,1335354720,5.11,5.11,5.11,5.11,1.65366448,8.4502254928,5.11
167290,1335355320,5.12,5.12,5.12,5.12,2.72070312,13.929999974,5.12
167348,1335358800,5.08,5.08,5.08,5.08,115.8,588.264,5.08
167444,1335364560,5.11,5.11,5.11,5.11,20.0,102.2,5.11
167452,1335365040,5.11,5.11,5.11,5.11,15.94,81.4534,5.11
167583,1335372900,5.11,5.12,5.11,5.12,25.05178125,128.25485711,5.1195903331
167602,1335374040,5.13,5.13,5.13,5.13,15.49440272,79.486285954,5.13
167629,1335375660,5.14,5.14,5.14,5.14,19.9,102.286,5.14
167744,1335382560,5.1,5.1,5.05,5.05,100.0,505.83530847,5.0583530847
167745,1335382620,5.05,5.05,5.0,5.05,285.54041434,1434.0817307,5.0223424029
167749,1335382860,5.02,5.02,5.02,5.02,0.3,1.506,5.02
167750,1335382920,5.02,5.02,5.02,5.02,112.0,562.24,5.02
167751,1335382980,5.02,5.02,5.02,5.02,41.4,207.828,5.02
167754,1335383160,5.01,5.01,5.01,5.01,33.0,165.33,5.01
167760,1335383520,5.0,5.0,5.0,5.0,135.53932962,677.6966481,5.0
167761,1335383580,4.98,4.98,4.98,4.98,15.70601926,78.215975915,4.98
167762,1335383640,4.97,4.97,4.97,4.97,8.85,43.9845,4.97
167763,1335383700,4.96,4.96,4.96,4.96,6.10685483,30.289999957,4.96
167764,1335383760,4.95,4.95,4.95,4.95,3.05858585,15.139999958,4.95
167765,1335383820,4.92,4.92,4.92,4.92,21.83862759,107.44604774,4.92
167766,1335383880,4.91,4.91,4.91,4.91,118.33604884,581.0299998,4.91
167767,1335383940,4.9,4.9,4.9,4.9,174.40024487,854.56119986,4.9
167768,1335384000,4.89,4.89,4.89,4.89,18.01840489,88.109999912,4.89
167769,1335384060,4.88,4.88,4.88,4.88,4.86055763,23.719521234,4.88
167770,1335384120,4.87,4.87,4.87,4.87,10.08418882,49.109999553,4.87
167771,1335384180,4.86,4.86,4.86,4.86,64.4011378,312.98952971,4.86
167787,1335385140,4.93,4.98,4.93,4.98,4.99496259,24.716399237,4.9482651354
167792,1335385440,5.03,5.03,5.03,5.03,6.20399202,31.206079861,5.03
167806,1335386280,5.07,5.07,5.07,5.07,2.1,10.647,5.07
167810,1335386520,5.07,5.09,5.07,5.09,8.06009772,40.951119438,5.0807224503
167917,1335392940,5.11,5.12,5.11,5.12,3.22386653,16.491973352,5.1155881296
167918,1335393000,5.13,5.13,5.13,5.13,5.01303485,25.716868781,5.13
167924,1335393360,5.14,5.14,5.14,5.14,8.54813974,43.937438264,5.14
168147,1335406740,5.1,5.1,5.06,5.06,23.12503783,117.88761685,5.0978345512
168334,1335417960,5.06,5.06,5.05,5.05,11.67523128,59.005039006,5.0538646808
168560,1335431520,5.09,5.09,5.09,5.09,2.86620816,14.588999534,5.09
168563,1335431700,5.1,5.1,5.1,5.1,8.43982642,43.043114742,5.1
168570,1335432120,5.11,5.11,5.11,5.11,48.3772064,247.2075247,5.11
168574,1335432360,5.12,5.12,5.12,5.12,5.186658,26.55568896,5.12
168903,1335452100,5.11,5.11,5.11,5.11,6.41499999,32.780649949,5.11
168928,1335453600,5.11,5.11,5.11,5.11,0.51733584,2.6435861424,5.11
168931,1335453780,5.11,5.11,5.1,5.1,24.67058469,125.89180188,5.1029111576
168941,1335454380,5.12,5.12,5.12,5.12,25.60781326,131.11200389,5.12
168995,1335457620,5.1,5.1,5.1,5.1,24.3,123.93,5.1
168996,1335457680,5.1,5.1,5.1,5.1,22.7,115.77,5.1
168998,1335457800,5.1,5.1,5.1,5.1,1.865,9.5115,5.1
169020,1335459120,5.1,5.1,5.1,5.1,12.85882353,65.580000003,5.1
169083,1335462900,5.08,5.08,5.08,5.08,8.81531582,44.781804366,5.08
169230,1335471720,5.07,5.07,5.07,5.07,3.51733584,17.832892709,5.07
169247,1335472740,5.06,5.06,5.06,5.06,10.0211408,50.706972448,5.06
169248,1335472800,5.05,5.05,5.05,5.05,12.53570721,63.30532141,5.05
169258,1335473400,5.04,5.04,5.04,5.04,5.96845936,30.081035174,5.04
169259,1335473460,5.03,5.03,5.03,5.03,7.03838086,35.403055726,5.03
169260,1335473520,5.02,5.02,5.02,5.02,222.27131474,1115.802,5.02
169261,1335473580,5.01,5.01,5.01,5.01,73.5665589,368.56846009,5.01
169262,1335473640,5.01,5.01,5.0,5.0,55.4,277.192,5.003465704
169263,1335473700,5.0,5.0,4.98,4.98,13.05889496,65.139296901,4.9881170727
169264,1335473760,4.93,4.93,4.93,4.93,6.58240201,32.451241909,4.93
169265,1335473820,4.91,4.91,4.91,4.91,3.00021213,14.731041558,4.91
169266,1335473880,4.89,4.89,4.89,4.89,103.60348499,506.6210416,4.89
169267,1335473940,4.88,4.88,4.88,4.88,3.4209672,16.694319936,4.88
169268,1335474000,4.88,4.88,4.88,4.88,0.84,4.0992,4.88
169269,1335474060,4.86,4.86,4.86,4.86,1.93247684,9.3918374424,4.86
169279,1335474660,4.91,4.91,4.91,4.91,3.76674181,18.494702287,4.91
169286,1335475080,4.94,4.98,4.94,4.98,8.18609913,40.602630025,4.9599484908
169535,1335490020,5.03,5.06,5.03,5.06,8.89516296,44.87871436,5.0452942304
169956,1335515280,5.07,5.07,5.07,5.07,4.41573232,22.387762862,5.07
169967,1335515940,5.08,5.08,5.08,5.08,4.76048808,24.183279446,5.08
169968,1335516000,5.08,5.08,5.08,5.08,3.56431506,18.106720505,5.08
170329,1335537660,5.0,5.0,5.0,5.0,29.0,145.0,5.0
170330,1335537720,4.99,4.99,4.99,4.99,5.8,28.942,4.99
170331,1335537780,4.99,4.99,4.99,4.99,51.1,254.989,4.99
170332,1335537840,4.99,4.99,4.99,4.99,121.8,607.782,4.99
170337,1335538140,4.99,4.99,4.99,4.99,26.1,130.239,4.99
170405,1335542220,5.03,5.03,5.03,5.03,91.7,461.251,5.03
170406,1335542280,5.03,5.03,5.03,5.03,32.7,164.481,5.03
170436,1335544080,5.01,5.01,5.01,5.01,115.8,580.158,5.01
170437,1335544140,5.01,5.01,5.01,5.01,84.2,421.842,5.01
170456,1335545280,5.0,5.0,5.0,5.0,43.0,215.0,5.0
170501,1335547980,5.03,5.03,5.03,5.03,62.4,313.872,5.03
170504,1335548160,5.03,5.03,5.03,5.03,15.5,77.965,5.03
170511,1335548580,5.03,5.03,5.03,5.03,10.65611007,53.600233652,5.03
170536,1335550080,5.04,5.04,5.04,5.04,6.1,30.744,5.04
170642,1335556440,5.04,5.04,5.04,5.04,0.52220244,2.6319002976,5.04
171000,1335577920,5.07,5.07,5.07,5.07,39.16489785,198.5660321,5.07
171191,1335589380,5.03,5.03,5.03,5.03,1.0,5.03,5.03
171291,1335595380,5.03,5.03,5.02,5.02,7.1934565,36.133974691,5.0231727531
171294,1335595560,5.0,5.0,4.98,4.98,29.9,149.37884992,4.9959481577
171300,1335595920,4.98,4.98,4.96,4.96,10.2509937,50.896653069,4.9650457857
171302,1335596040,4.95,4.95,4.95,4.95,7.27724963,36.022385669,4.95
171313,1335596700,4.94,4.94,4.92,4.92,8.0972377,39.940785434,4.9326433179
171335,1335598020,4.92,4.92,4.91,4.91,9.6,47.140065041,4.9104234417
171361,1335599580,4.97,4.99,4.97,4.99,9.9,49.305199301,4.9803231617
171640,1335616320,4.96,4.96,4.96,4.96,7.7,38.192,4.96
171821,1335627180,4.93,4.93,4.93,4.93,4.23970492,20.901745256,4.93
171822,1335627240,4.92,4.92,4.92,4.92,5.88708807,28.964473304,4.92
171825,1335627420,4.91,4.91,4.9,4.9,7.6919741,37.741768493,4.9066426904
171858,1335629400,4.93,4.93,4.93,4.93,13.11967546,64.680000018,4.93
171892,1335631440,4.87,4.87,4.87,4.87,2.0,9.74,4.87
171926,1335633480,4.93,4.93,4.93,4.93,0.5,2.465,4.93
171986,1335637080,4.87,4.87,4.85,4.85,36.1,175.26161234,4.8548923085
172291,1335655380,4.91,4.91,4.91,4.91,5.40324894,26.529952295,4.91
172432,1335663840,4.92,4.93,4.92,4.93,5.58879096,27.512376903,4.9227779497
172540,1335670320,4.95,4.96,4.95,4.96,10.2879329,50.992098512,4.9564960238
172600,1335673920,4.86,4.86,4.81,4.81,31.5,152.39400553,4.8379049375
172639,1335676260,4.86,4.9,4.86,4.9,4.16013271,20.317214042,4.8837898832
172640,1335676320,4.9,4.9,4.9,4.9,4.28998842,21.020943258,4.9
173060,1335701520,4.91,4.91,4.91,4.91,6.5,31.915,4.91
173168,1335708000,4.91,4.91,4.91,4.91,0.5517825,2.709252075,4.91
174327,1335777540,4.92,4.92,4.92,4.92,3.1928657,15.708899244,4.92
174341,1335778380,4.92,4.92,4.92,4.92,6.42390369,31.605606155,4.92
174420,1335783120,4.9,4.9,4.9,4.9,107.7,527.73,4.9
174457,1335785340,4.93,4.93,4.93,4.93,6.3,31.059,4.93
174462,1335785640,4.9,4.9,4.9,4.9,1.7840505,8.74184745,4.9
174464,1335785760,4.93,4.94,4.93,4.94,1.76565656,8.7087755907,4.9323157108
174474,1335786360,4.94,4.94,4.94,4.94,0.09802496,0.4842433024,4.94
174478,1335786600,4.94,4.94,4.94,4.94,2.56072874,12.649999976,4.94
174483,1335786900,4.95,4.95,4.95,4.95,6.43931474,31.874607963,4.95
174485,1335787020,4.96,4.97,4.96,4.97,6.5802283,32.688394725,4.9676687851
174581,1335792780,4.95,4.95,4.95,4.95,1.42654639,7.0614046305,4.95
174592,1335793440,4.97,4.97,4.97,4.97,5.18699426,25.779361472,4.97
174618,1335795000,4.87,4.87,4.87,4.87,40.0,194.8,4.87
174641,1335796380,4.92,4.92,4.92,4.92,3.05229849,15.017308571,4.92
174645,1335796620,4.96,4.96,4.96,4.96,48.8,242.048,4.96
174648,1335796800,4.97,4.97,4.97,4.97,160.16498994,796.02,4.97
174652,1335797040,4.97,4.97,4.97,4.97,0.22334004,1.1099999988,4.97
174678,1335798600,4.97,4.97,4.97,4.97,21.94969819,109.09,4.97
174701,1335799980,4.92,4.92,4.92,4.92,0.92,4.5264,4.92
174713,1335800700,4.92,4.92,4.92,4.92,0.00799411,0.0393310212,4.92
174717,1335800940,4.97,4.97,4.97,4.97,13.72233401,68.20000003,4.97
174728,1335801600,4.98,4.98,4.98,4.98,2.40573653,11.980567919,4.98
174856,1335809280,4.98,4.98,4.98,4.98,3.5352298,17.605444404,4.98
174863,1335809700,4.99,4.99,4.99,4.99,7.06959298,35.27726897,4.99
174865,1335809820,5.0,5.0,5.0,5.0,7.27724963,36.38624815,5.0
174867,1335809940,5.01,5.02,5.01,5.02,21.48,107.77845338,5.0176188725
174900,1335811920,5.0,5.0,5.0,5.0,10.514,52.57,5.0
175395,1335841620,4.94,4.94,4.94,4.94,15.18164899,74.997346011,4.94
175406,1335842280,4.92,4.92,4.92,4.92,1.2640602,6.219176184,4.92
175407,1335842340,4.9,4.9,4.9,4.9,5.06979392,24.841990208,4.9
175408,1335842400,4.89,4.89,4.89,4.89,36.80572597,179.97999999,4.89
175409,1335842460,4.88,4.88,4.88,4.88,56.04527949,273.50096391,4.88
175410,1335842520,4.86,4.86,4.86,4.86,0.00812143,0.0394701498,4.86
175580,1335852720,4.92,4.92,4.92,4.92,64.1,315.372,4.92
175773,1335864300,4.91,4.91,4.91,4.91,2.0,9.82,4.91
175800,1335865920,4.93,4.93,4.93,4.93,5.3867563,26.556708559,4.93
