,Timestamp,Open,High,Low,close,Volume_(BTC),Volume_(Currency),Weighted_Price
320237,1344532140,11.32,11.32,11.32,11.32,14.5,164.14,11.32
320240,1344532320,11.32,11.32,11.32,11.32,0.25566636,2.8941431952,11.32
320270,1344534120,11.33,11.33,11.33,11.33,3.669,41.56977,11.33
320311,1344536580,11.39,11.39,11.39,11.39,2.009,22.88251,11.39
320312,1344536640,11.39,11.39,11.39,11.39,30.58208955,348.32999997,11.39
320313,1344536700,11.39,11.39,11.39,11.39,4.13172684,47.060368708,11.39
320318,1344537000,11.39,11.39,11.39,11.39,4.0,45.56,11.39
320324,1344537360,11.42,11.42,11.42,11.42,14.28058194,163.08424575,11.42
320325,1344537420,11.42,11.42,11.42,11.42,0.1,1.142,11.42
320327,1344537540,11.42,11.42,11.42,11.42,6.0,68.52,11.42
320328,1344537600,11.42,11.42,11.42,11.42,4.2,47.964,11.42
320332,1344537840,11.46,11.46,11.46,11.46,2.69231639,30.853945829,11.46
320333,1344537900,11.46,11.46,11.46,11.46,8.0157068,91.859999928,11.46
320334,1344537960,11.46,11.46,11.46,11.46,10.2731239,117.72999989,11.46
320336,1344538080,11.28,11.28,11.28,11.28,9.64799863,108.82942455,11.28
320345,1344538620,11.28,11.28,11.28,11.28,0.0364897,0.411603816,11.28
320348,1344538800,11.45,11.45,11.45,11.45,1.40411519,16.077118925,11.45
320350,1344538920,11.47,11.6,11.47,11.6,4.86806331,56.191959704,11.542980468
320354,1344539160,11.45,11.45,11.45,11.45,0.91179038,10.439999851,11.45
320364,1344539760,11.27,11.27,11.25,11.25,14.99428427,168.71279653,11.251807255
320365,1344539820,11.2,11.2,11.2,11.2,0.08820962,0.987947744,11.2
320386,1344541080,11.21,11.21,11.04,11.04,47.0,519.73137376,11.058114335
320388,1344541200,11.06,11.06,11.06,11.06,0.7,7.742,11.06
320389,1344541260,11.06,11.38,11.06,11.38,11.04667838,122.75439996,11.11233583
320390,1344541320,11.06,11.06,11.06,11.06,0.5,5.53,11.06
320391,1344541380,11.06,11.06,11.06,11.06,10.0,110.6,11.06
320403,1344542100,11.09,11.09,11.09,11.09,0.75148783,8.3340000347,11.09
320405,1344542220,11.09,11.09,11.09,11.09,0.00071217,0.0078979653,11.09
320410,1344542520,11.29,11.29,11.2,11.2,0.26893322,3.020184626,11.23024008
320416,1344542880,11.2,11.2,11.2,11.2,1.60410677,17.965995824,11.2
320422,1344543240,11.21,11.22,11.21,11.22,5.37324331,60.260866774,11.214989402
320423,1344543300,11.22,11.22,11.22,11.22,0.01138947,0.1277898534,11.22
320426,1344543480,11.17,11.17,11.17,11.17,2.0,22.34,11.17
320430,1344543720,11.31,11.31,11.31,11.31,11.32810013,128.12081247,11.31
320449,1344544860,11.3,11.3,11.3,11.3,2.22297704,25.119640552,11.3
320453,1344545100,11.3,11.3,11.3,11.3,1.3318584,15.04999992,11.3
320457,1344545340,11.15,11.15,11.05,11.05,9.0,99.61,11.067777778
320467,1344545940,11.28,11.3,11.04,11.04,19.92882008,221.32545368,11.105798175
320468,1344546000,11.03,11.03,11.0,11.0,21.46934848,236.42135851,11.012041596
320470,1344546120,10.97,11.24,10.95,11.21,23.88969392,264.30345228,11.063492616
320486,1344547080,11.21,11.21,11.21,11.21,0.88463278,9.9167334638,11.21
320527,1344549540,11.18,11.18,11.18,11.18,21.79320214,243.64799993,11.18
320530,1344549720,11.06,11.18,11.06,11.18,5.38463278,60.141813592,11.16915787
320532,1344549840,11.06,11.06,11.06,11.06,0.88788426,9.8199999156,11.06
320556,1344551280,10.94,10.94,10.92,10.92,67.0,732.24264485,10.928994699
320591,1344553380,10.99,10.99,10.99,10.99,2.69231639,29.588557126,10.99
320615,1344554820,10.94,10.94,10.94,10.94,2.3,25.162,10.94
320624,1344555360,10.99,10.99,10.99,10.99,2.30768361,25.361442874,10.99
320625,1344555420,11.0,11.0,11.0,11.0,2.26363636,24.89999996,11.0
320675,1344558420,11.0,11.01,11.0,11.01,21.19794558,233.3120172,11.006350418
320679,1344558660,11.03,11.03,11.03,11.03,32.15366175,354.6548891,11.03
320682,1344558840,11.04,11.04,11.04,11.04,0.18298261,2.0201280144,11.04
320683,1344558900,11.05,11.05,11.05,11.05,0.18281535,2.0201096175,11.05
320694,1344559560,10.94,10.94,10.94,10.94,0.57513174,6.2919412356,10.94
320695,1344559620,10.93,10.93,10.93,10.93,4.5,49.185,10.93
320723,1344561300,11.05,11.05,11.05,11.05,0.18281535,2.0201096175,11.05
320734,1344561960,11.06,11.06,11.06,11.06,3.65743122,40.451189293,11.06
320745,1344562620,11.19,11.19,11.19,11.19,9.70415219,108.58946301,11.19
320752,1344563040,11.19,11.19,11.19,11.19,7.41912421,83.01999991,11.19
320812,1344566640,10.96,10.96,10.95,10.95,57.96465404,635.19978656,10.95839865
320829,1344567660,10.95,10.95,10.9,10.9,785.03534596,8562.1905454,10.906758007
320838,1344568200,10.95,10.95,10.95,10.95,13.12429684,143.7110504,10.95
320839,1344568260,11.03,11.03,11.03,11.03,0.18315018,2.0201464854,11.03
320841,1344568380,11.03,11.03,11.03,11.03,1.8033272,19.890699016,11.03
320843,1344568500,10.95,10.95,10.95,10.95,25.0,273.75,10.95
320845,1344568620,11.0,11.0,11.0,11.0,48.1966728,530.1634008,11.0
320861,1344569580,11.04,11.05,11.04,11.05,13.30727945,147.0436081,11.049862494
320869,1344570060,11.0,11.0,11.0,11.0,20.65,227.15,11.0
320876,1344570480,11.0,11.0,11.0,11.0,22.0,242.0,11.0
320883,1344570900,11.0,11.0,11.0,11.0,22.0,242.0,11.0
320885,1344571020,11.07,11.07,11.07,11.07,0.18248175,2.0200729725,11.07
320897,1344571740,11.07,11.07,11.07,11.07,0.18066847,1.9999999629,11.07
320908,1344572400,11.04,11.04,11.04,11.04,0.01540819,0.1701064176,11.04
320924,1344573360,11.06,11.06,11.06,11.06,2.0,22.12,11.06
320927,1344573540,11.11,11.11,11.11,11.11,13.12429684,145.81093789,11.11
321061,1344581580,11.15,11.15,11.15,11.15,13.12429684,146.33590977,11.15
321128,1344585600,11.19,11.2,11.19,11.2,10.02164938,112.24066637,11.199819722
321130,1344585720,11.22,11.22,11.22,11.22,80.0,897.6,11.22
321131,1344585780,11.31,11.31,11.31,11.31,18.32630343,207.27049179,11.31
321132,1344585840,11.08,11.08,11.08,11.08,27.00826822,299.25161188,11.08
321133,1344585900,11.31,11.31,11.31,11.31,12.39522546,140.18999995,11.31
321135,1344586020,11.31,11.31,11.31,11.31,0.2485,2.810535,11.31
321179,1344588660,11.23,11.23,11.23,11.23,13.0,145.99,11.23
321234,1344591960,11.2,11.2,11.2,11.2,0.18050541,2.021660592,11.2
321236,1344592080,11.2,11.2,11.2,11.2,1.99676226,22.363737312,11.2
321237,1344592140,11.23,11.23,11.23,11.23,10.6349065,119.43,11.23
321243,1344592500,11.2,11.2,11.2,11.2,10.0,112.0,11.2
321244,1344592560,11.23,11.39,11.23,11.39,93.62615882,1054.4399889,11.262236988
321245,1344592620,11.5,11.5,11.5,11.5,1.94695652,22.38999998,11.5
321255,1344593220,11.24,11.24,11.24,11.24,26.624,299.25376,11.24
321259,1344593460,11.29,11.29,11.29,11.29,13.10564903,147.96277755,11.29
321260,1344593520,11.29,11.29,11.29,11.29,0.09435097,1.0652224513,11.29
321276,1344594480,11.24,11.24,11.24,11.24,13.0,146.12,11.24
321284,1344594960,11.23,11.23,11.23,11.23,13.28374341,149.17643849,11.23
321289,1344595260,11.21,11.21,11.2,11.2,5.24225962,58.739519042,11.205
321290,1344595320,11.19,11.19,11.17,11.17,7.86338943,87.912693827,11.18
321293,1344595500,11.16,11.16,11.15,11.15,5.24225962,58.477406061,11.155
321296,1344595680,11.15,11.15,11.15,11.15,54.0,602.1,11.15
321301,1344595980,11.14,11.14,11.14,11.14,2.0,22.28,11.14
321316,1344596880,11.23,11.23,11.23,11.23,2.71326803,30.469999977,11.23
321377,1344600540,11.24,11.24,11.24,11.24,17.62112981,198.06149906,11.24
321388,1344601200,11.25,11.25,11.25,11.25,15.72677884,176.92626195,11.25
321389,1344601260,11.25,11.25,11.25,11.25,41.2,463.5,11.25
321394,1344601560,11.26,11.26,11.26,11.26,2.107,23.72482,11.26
321397,1344601740,11.26,11.26,11.26,11.26,2.237,25.18862,11.26
321399,1344601860,11.26,11.26,11.26,11.26,33.80994671,380.69999995,11.26
321401,1344601980,11.27,11.27,11.27,11.27,10.644,119.95788,11.27
321403,1344602100,11.28,11.28,11.28,11.28,7.451,84.04728,11.28
321406,1344602280,11.28,11.28,11.28,11.28,2.552,28.78656,11.28
321432,1344603840,11.14,11.14,11.12,11.14,108.9,1213.0142113,11.138789819
321433,1344603900,11.24,11.24,11.13,11.13,36.82120894,412.2977106,11.197288804
321461,1344605580,11.11,11.11,11.11,11.11,2.51,27.8861,11.11
321485,1344607020,11.11,11.11,11.07,11.07,37.91260227,420.21919307,11.083892107
321492,1344607440,11.18,11.18,11.18,11.18,16.019678,179.10000004,11.18
321578,1344612600,11.16,11.16,11.16,11.16,10.92473118,121.91999997,11.16
321594,1344613560,11.09,11.09,11.09,11.09,2.80147246,31.068329581,11.09
321602,1344614040,11.16,11.16,11.16,11.16,1.07078853,11.949999995,11.16
321603,1344614100,11.16,11.16,11.16,11.16,1.33870968,14.940000029,11.16
321606,1344614280,11.16,11.16,11.16,11.16,36.05609318,402.38599989,11.16
321612,1344614640,11.08,11.08,11.08,11.08,0.10106894,1.1198438552,11.08
321616,1344614880,11.16,11.16,11.16,11.16,43.76,488.3616,11.16
321618,1344615000,11.16,11.16,11.16,11.16,43.876,489.65616,11.16
321622,1344615240,11.16,11.18,11.16,11.18,43.8177,489.74241245,11.176816959
321626,1344615480,11.18,11.2,11.18,11.2,19.37157549,216.83636996,11.193533023
321627,1344615540,11.2,11.21,11.2,11.21,60.3606853,676.34328221,11.205029878
321628,1344615600,11.26,11.29,11.26,11.29,47.13889345,531.28733506,11.27067897
321673,1344618300,11.3,11.3,11.3,11.3,20.97333848,236.99872482,11.3
321674,1344618360,11.3,11.3,11.3,11.3,2.62155981,29.623625853,11.3
321675,1344618420,11.3,11.3,11.18,11.19,27.09755167,303.89194227,11.214737994
321684,1344618960,11.29,11.29,11.29,11.29,10.48623922,118.38964079,11.29
321685,1344619020,11.3,11.3,11.3,11.3,18.35091867,207.36538097,11.3
321688,1344619200,11.3,11.3,11.3,11.3,36.68007548,414.48485292,11.3
321736,1344622080,11.23,11.23,11.23,11.23,0.6,6.738,11.23
321763,1344623700,11.2,11.2,11.2,11.2,0.9,10.08,11.2
321766,1344623880,11.2,11.2,11.2,11.2,0.3,3.36,11.2
321767,1344623940,11.2,11.2,11.2,11.2,0.3,3.36,11.2
321769,1344624060,11.2,11.2,11.2,11.2,1.21743466,13.635268192,11.2
321833,1344627900,11.25,11.25,11.25,11.25,3.27644444,36.85999995,11.25
321863,1344629700,11.25,11.25,11.25,11.25,0.802,9.0225,11.25
321898,1344631800,11.24,11.25,11.24,11.25,162.10622976,1823.6632381,11.249803544
321909,1344632460,11.29,11.29,11.29,11.29,4.43666961,50.089999897,11.29
321916,1344632880,11.2,11.2,11.2,11.2,10.0,112.0,11.2
321927,1344633540,11.29,11.29,11.29,11.29,4.47933799,50.571725907,11.29
321933,1344633900,11.32,11.32,11.32,11.32,5.24225962,59.342378898,11.32
321934,1344633960,11.33,11.33,11.33,11.33,18.24225962,206.68480149,11.33
321938,1344634200,11.34,11.34,11.34,11.34,0.91446208,10.369999987,11.34
321944,1344634560,11.34,11.36,11.34,11.36,25.0,283.85922761,11.354369104
321989,1344637260,11.32,11.36,11.32,11.36,11.70535137,132.95136299,11.358169336
322052,1344641040,11.32,11.32,11.32,11.32,2.37476585,26.882349422,11.32
322094,1344643560,11.32,11.32,11.32,11.32,0.17667844,1.9999999408,11.32
322162,1344647640,11.31,11.31,11.31,11.31,17.61626879,199.24000001,11.31
322188,1344649200,11.3,11.3,11.3,11.3,2.79855096,31.623625848,11.3
322236,1344652080,11.31,11.31,11.31,11.31,1.0,11.31,11.31
322237,1344652140,11.31,11.31,11.31,11.31,1.3,14.703,11.31
322238,1344652200,11.31,11.31,11.31,11.31,0.1,1.131,11.31
322248,1344652800,11.31,11.31,11.31,11.31,2.01653212,22.806978277,11.31
322249,1344652860,11.32,11.32,11.32,11.32,13.10779903,148.38028502,11.32
322264,1344653760,11.35,11.35,11.35,11.35,12.96629553,147.16745427,11.35
322393,1344661500,11.3,11.3,11.3,11.3,1.30731042,14.772607746,11.3
322624,1344675360,11.3,11.3,11.3,11.3,2.11173511,23.862606743,11.3
322671,1344678180,11.3,11.3,11.3,11.3,1.0,11.3,11.3
322740,1344682320,11.33,11.33,11.33,11.33,2.49,28.2117,11.33
322760,1344683520,11.37,11.37,11.37,11.37,5.24268962,59.609380979,11.37
322771,1344684180,11.38,11.38,11.38,11.38,5.24268962,59.661807876,11.38
322781,1344684780,11.39,11.39,11.39,11.39,1.9402985,22.099999915,11.39
322835,1344688020,11.33,11.33,11.33,11.33,1.0,11.33,11.33
322868,1344690000,11.39,11.39,11.39,11.39,0.68126131,7.7595663209,11.39
322879,1344690660,11.4,11.4,11.4,11.4,1.08333333,12.349999962,11.4
322943,1344694500,11.33,11.33,11.33,11.33,1.76459464,19.992857271,11.33
322947,1344694740,11.33,11.33,11.33,11.33,1.42566244,16.152755445,11.33
322948,1344694800,11.33,11.33,11.33,11.33,2.48292219,28.131508413,11.33
322956,1344695280,11.33,11.33,11.33,11.33,1.63682073,18.545178871,11.33
322957,1344695340,11.32,11.32,11.32,11.32,2.59326008,29.355704106,11.32
322958,1344695400,11.31,11.31,11.31,11.31,0.84233919,9.5268562389,11.31
323142,1344706440,11.31,11.31,11.31,11.31,1.75092089,19.802915266,11.31
323153,1344707100,11.3,11.3,11.3,11.3,30.79577436,347.99225027,11.3
323154,1344707160,11.28,11.28,11.28,11.28,12.96629553,146.25981358,11.28
323155,1344707220,11.26,11.26,11.26,11.26,0.35523978,3.9999999228,11.26
323156,1344707280,11.25,11.25,11.25,11.25,80.53484291,906.01698274,11.25
323215,1344710820,11.27,11.27,11.27,11.27,0.09,1.0143,11.27
323220,1344711120,11.35,11.37,11.35,11.37,43.365,492.91781489,11.366720048
323222,1344711240,11.25,11.25,11.25,11.25,10.0,112.5,11.25
323236,1344712080,11.33,11.33,11.33,11.33,10.0,113.3,11.33
323239,1344712260,11.33,11.33,11.33,11.33,2.97095038,33.660867805,11.33
323250,1344712920,11.31,11.31,11.31,11.31,7.02904962,79.498551202,11.31
323315,1344716820,11.31,11.31,11.31,11.31,25.0,282.75,11.31
323368,1344720000,11.32,11.32,11.32,11.32,1.07,12.1124,11.32
323429,1344723660,11.38,11.38,11.38,11.38,48.96181146,557.18541441,11.38
323542,1344730440,11.4,11.4,11.4,11.4,0.2,2.28,11.4
323545,1344730620,11.4,11.4,11.4,11.4,0.2,2.28,11.4
323547,1344730740,11.4,11.4,11.4,11.4,0.2,2.28,11.4
323552,1344731040,11.4,11.4,11.4,11.4,0.2,2.28,11.4
323574,1344732360,11.4,11.4,11.4,11.4,0.2,2.28,11.4
323623,1344735300,11.4,11.4,11.4,11.4,3.15978629,36.021563706,11.4
323774,1344744360,11.34,11.34,11.34,11.34,1.39983658,15.874146817,11.34
323776,1344744480,11.34,11.34,11.34,11.34,2.14391215,24.311963781,11.34
323895,1344751620,11.39,11.39,11.39,11.39,35.86034222,408.44929789,11.39
323901,1344751980,11.34,11.34,11.34,11.34,2.45689891,27.861233639,11.34
323905,1344752220,11.39,11.39,11.39,11.39,3.05396392,34.784649049,11.39
324024,1344759360,11.41,11.41,11.41,11.41,5.62155981,64.141997432,11.41
324043,1344760500,11.38,11.38,11.38,11.38,11.81,134.3978,11.38
324065,1344761820,11.42,11.49,11.42,11.49,111.20888155,1276.7547008,11.480690058
324067,1344761940,11.5,11.5,11.5,11.5,34.34916672,395.01541728,11.5
324095,1344763620,11.5,11.5,11.5,11.5,17.32521739,199.23999998,11.5
324159,1344767460,11.5,11.5,11.5,11.5,6.42956521,73.939999915,11.5
324165,1344767820,11.5,11.5,11.5,11.5,42.90173913,493.37,11.5
324205,1344770220,11.5,11.5,11.5,11.5,5.4894275,63.12841625,11.5
324208,1344770400,11.57,11.57,11.57,11.57,0.17467248,2.0209605936,11.57
324209,1344770460,11.57,11.57,11.57,11.57,2.21340012,25.609039388,11.57
324230,1344771720,11.6,11.6,11.6,11.6,0.48965517,5.679999972,11.6
324261,1344773580,11.5,11.5,11.5,11.5,10.0,115.0,11.5
324267,1344773940,11.5,11.5,11.5,11.5,10.0,115.0,11.5
324268,1344774000,11.5,11.5,11.5,11.5,0.07904465,0.909013475,11.5
324270,1344774120,11.48,11.48,11.48,11.48,10.0,114.8,11.48
324271,1344774180,11.48,11.48,11.48,11.48,15.0,172.2,11.48
324273,1344774300,11.46,11.46,11.46,11.46,4.95462478,56.779999979,11.46
324277,1344774540,11.45,11.45,11.44,11.44,5.87482517,67.264999945,11.449702416
324279,1344774660,11.43,11.43,11.43,11.43,0.17497812,1.9999999116,11.43
324280,1344774720,11.43,11.43,11.43,11.43,0.5,5.715,11.43
324281,1344774780,11.43,11.43,11.43,11.43,0.4,4.572,11.43
324282,1344774840,11.43,11.43,11.43,11.43,0.3,3.429,11.43
324284,1344774960,11.42,11.42,11.42,11.42,10.0,114.2,11.42
324285,1344775020,11.42,11.44,11.42,11.44,61.65555162,704.78757232,11.431048037
324315,1344776820,11.41,11.41,11.4,11.4,0.47528483,5.4199999103,11.403687995
324316,1344776880,11.4,11.4,11.4,11.4,0.2,2.28,11.4
324318,1344777000,11.4,11.4,11.4,11.4,0.2,2.28,11.4
324319,1344777060,11.4,11.4,11.4,11.4,1.1,12.54,11.4
324320,1344777120,11.4,11.4,11.4,11.4,0.1,1.14,11.4
324321,1344777180,11.4,11.4,11.4,11.4,0.1,1.14,11.4
324322,1344777240,11.4,11.4,11.4,11.4,7.7,87.78,11.4
324368,1344780000,11.39,11.39,11.39,11.39,1.9995,22.774305,11.39
324418,1344783000,11.39,11.39,11.39,11.39,1.3099758,14.920624362,11.39
324454,1344785160,11.39,11.39,11.39,11.39,1.0,11.39,11.39
324455,1344785220,11.4,11.42,11.4,11.42,17.2963846,197.23121564,11.403031338
324457,1344785340,11.5,11.5,11.5,11.5,0.43,4.945,11.5
324458,1344785400,11.53,11.53,11.53,11.53,0.17528483,2.0210340899,11.53
324459,1344785460,11.55,11.55,11.55,11.55,0.17497812,2.020997286,11.55
324460,1344785520,11.55,11.55,11.55,11.55,0.208658,2.4099999,11.55
324474,1344786360,11.55,11.6,11.4,11.4,15.33274406,177.77679912,11.594584663
324490,1344787320,11.41,11.41,11.41,11.41,14.84312007,169.36,11.41
324505,1344788220,11.4,11.4,11.4,11.4,2.49212401,28.410213714,11.4
324506,1344788280,11.4,11.4,11.4,11.4,0.50787599,5.789786286,11.4
324528,1344789600,11.41,11.43,11.41,11.43,13.36234736,152.6383886,11.423022055
324530,1344789720,11.59,11.59,11.59,11.59,0.10698878,1.2399999602,11.59
324531,1344789780,11.6,11.6,11.6,11.6,2.74482759,31.840000044,11.6
324630,1344795720,11.6,11.6,11.6,11.6,5.25,60.9,11.6
324669,1344798060,11.61,11.69,11.61,11.69,10.45,122.15291053,11.689273735
324729,1344801660,11.45,11.45,11.4,11.4,45.0,514.62288506,11.436064112
324736,1344802080,11.41,11.41,11.41,11.41,13.10564903,149.53545543,11.41
324737,1344802140,11.43,11.43,11.43,11.43,1.01,11.5443,11.43
324751,1344802980,11.43,11.43,11.4,11.4,45.0,513.487,11.410822222
324798,1344805800,11.51,11.51,11.51,11.51,2.12245403,24.429445885,11.51
324803,1344806100,11.51,11.51,11.41,11.41,45.0,514.67449059,11.437210902
324830,1344807720,11.52,11.65,11.52,11.65,38.0,442.63351112,11.648250293
324856,1344809280,11.44,11.44,11.44,11.44,12.97095038,148.38767235,11.44
324889,1344811260,11.44,11.44,11.44,11.44,72.0,823.68,11.44
324896,1344811680,11.5,11.5,11.5,11.5,18.0,207.0,11.5
324913,1344812700,11.46,11.46,11.46,11.46,20.0019,229.221774,11.46
324931,1344813780,11.5,11.5,11.5,11.5,0.17391304,1.99999996,11.5
324934,1344813960,11.49,11.49,11.49,11.49,1.57608696,18.10923917,11.49
324936,1344814080,11.49,11.49,11.49,11.49,2.47,28.3803,11.49
324953,1344815100,11.49,11.49,11.49,11.49,8.4145331,96.682985319,11.49
324978,1344816600,11.42,11.42,11.4,11.4,45.0,513.41340263,11.409186725
324985,1344817020,11.43,11.43,11.43,11.43,5.0,57.15,11.43
324987,1344817140,11.43,11.43,11.43,11.43,7.87565804,90.018771397,11.43
324991,1344817380,11.42,11.42,11.42,11.42,2.2241,25.399222,11.42
325021,1344819180,11.43,11.43,11.4,11.4,45.0,514.136518,11.425255956
325031,1344819780,11.56,11.56,11.56,11.56,0.17482517,2.0209789652,11.56
325037,1344820140,11.56,11.56,11.56,11.56,0.17513134,2.0245182904,11.56
325042,1344820440,11.62,11.62,11.62,11.62,0.17391304,2.0208695248,11.62
325053,1344821100,11.65,11.65,11.65,11.65,4.26180257,49.649999941,11.65
325060,1344821520,11.7,11.79,11.7,11.79,22.6,265.554,11.750176991
325217,1344830940,11.78,11.78,11.78,11.78,1.04074702,12.259999896,11.78
325327,1344837540,11.57,11.57,11.57,11.57,1.0,11.57,11.57
325345,1344838620,11.74,11.79,11.74,11.79,55.50990319,654.33626345,11.787739229
325346,1344838680,11.8,11.98,11.8,11.98,63.49009681,756.06735978,11.908429783
325369,1344840060,11.61,11.61,11.61,11.61,0.10251492,1.1901982212,11.61
325374,1344840360,11.61,11.61,11.61,11.61,1.0,11.61,11.61
325431,1344843780,11.64,11.64,11.64,11.64,29.85,347.454,11.64
325432,1344843840,11.64,11.64,11.63,11.63,20.0,232.763,11.63815
325453,1344845100,11.64,11.64,11.5,11.5,358.07268217,4133.4605867,11.543635671
325454,1344845160,11.5,11.5,11.5,11.5,91.7,1054.55,11.5
325456,1344845280,11.43,11.43,11.43,11.43,8.7,99.441,11.43
325457,1344845340,11.43,11.43,11.43,11.43,2.7,30.861,11.43
325468,1344846000,11.43,11.43,11.43,11.43,1.47565804,16.866771397,11.43
325480,1344846720,11.5,11.5,11.5,11.5,0.22731783,2.614155045,11.5
325516,1344848880,11.68,11.74,11.68,11.74,12.36226709,145.09149315,11.736641191
325528,1344849600,11.51,11.51,11.45,11.45,26.06593585,298.95999989,11.469375265
325529,1344849660,11.45,11.45,11.45,11.45,13.30655021,152.3599999,11.45
325530,1344849720,11.45,11.45,11.45,11.45,5.0,57.25,11.45
325533,1344849900,11.45,11.45,11.45,11.45,9.305,106.54225,11.45
325534,1344849960,11.45,11.45,11.43,11.43,124.52758228,1425.5813971,11.447916767
325535,1344850020,11.45,11.45,11.45,11.45,144.76593054,1657.5699047,11.45
325537,1344850140,11.6,11.6,11.6,11.6,0.5,5.8,11.6
325538,1344850200,11.45,11.45,11.4,11.4,105.306,1201.96546,11.414026361
325543,1344850500,11.4,11.4,11.4,11.4,19.99,227.886,11.4
325549,1344850860,11.4,11.4,11.4,11.4,86.028,980.7192,11.4
325551,1344850980,11.4,11.4,11.4,11.4,348.676,3974.9064,11.4
325555,1344851220,11.59,11.59,11.59,11.59,15.397,178.45123,11.59
325557,1344851340,11.6,11.6,11.6,11.6,16.454,190.8664,11.6
325576,1344852480,11.45,11.45,11.45,11.45,0.29821278,3.414536331,11.45
325611,1344854580,11.6,11.6,11.6,11.6,159.4,1849.04,11.6
325613,1344854700,11.63,11.63,11.63,11.63,0.17376194,2.0208513622,11.63
325624,1344855360,11.72,11.72,11.72,11.72,0.5,5.86,11.72
325630,1344855720,11.72,11.72,11.72,11.72,0.436483,5.11558076,11.72
325631,1344855780,11.72,11.72,11.72,11.72,1.19491631,14.004419153,11.72
325636,1344856080,11.51,11.51,11.5,11.5,10.20769705,117.40551607,11.50166541
325699,1344859860,11.72,11.98,11.72,11.98,100.0,1186.552727,11.86552727
325702,1344860040,11.85,11.85,11.85,11.85,1.11308017,13.190000015,11.85
325718,1344861000,11.85,11.85,11.85,11.85,20.56033755,243.63999997,11.85
325727,1344861540,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325728,1344861600,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325729,1344861660,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325731,1344861780,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325732,1344861840,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325733,1344861900,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325734,1344861960,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325736,1344862080,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325737,1344862140,11.72,11.72,11.72,11.72,0.2,2.344,11.72
325738,1344862200,11.72,11.72,11.72,11.72,1.0,11.72,11.72
325755,1344863220,11.76,11.76,11.76,11.76,2.0,23.52,11.76
325761,1344863580,11.83,11.83,11.83,11.83,103.0,1218.49,11.83
325849,1344868860,11.6,11.6,11.6,11.6,12.5734757,145.85231812,11.6
325860,1344869520,11.5,11.77,11.5,11.77,18.53966908,214.92296754,11.592599987
325861,1344869580,11.77,11.77,11.77,11.77,12.86207571,151.38663111,11.77
325862,1344869640,11.77,11.78,11.77,11.77,21.03464,247.5880592,11.770491874
325863,1344869700,11.77,11.77,11.77,11.77,30.0,353.1,11.77
325864,1344869760,11.77,11.77,11.77,11.77,12.25092504,144.19338772,11.77
325865,1344869820,11.77,11.77,11.77,11.77,23.0204,270.950108,11.77
325866,1344869880,11.77,11.77,11.77,11.77,20.0,235.4,11.77
325867,1344869940,11.77,11.77,11.77,11.77,5.03069516,59.211282033,11.77
325876,1344870480,11.48,11.48,11.48,11.48,12.46062006,143.04791829,11.48
325877,1344870540,11.48,11.48,11.48,11.48,15.0,172.2,11.48
325887,1344871140,11.62,11.62,11.62,11.62,0.17391304,2.0208695248,11.62
325888,1344871200,11.72,11.72,11.72,11.72,8.13925502,95.392068834,11.72
325914,1344872760,11.72,11.72,11.72,11.72,16.98293515,199.03999996,11.72
325917,1344872940,11.86,11.86,11.86,11.86,11.91821248,141.35000001,11.86
325920,1344873120,11.47,11.47,11.47,11.47,10.0239,114.974133,11.47
325924,1344873360,11.46,11.46,11.4,11.4,100.0,1142.186304,11.42186304
325926,1344873480,11.47,11.47,11.47,11.47,29.9761,343.825867,11.47
325928,1344873600,11.85,11.85,11.85,11.85,124.1,1470.585,11.85
325929,1344873660,11.85,11.85,11.85,11.85,23.75759393,281.52748807,11.85
325930,1344873720,11.85,11.85,11.85,11.85,20.0,237.0,11.85
325931,1344873780,11.85,11.85,11.85,11.85,22.93734278,271.80751194,11.85
325937,1344874140,11.85,11.85,11.85,11.85,52.94294068,627.37384706,11.85
325938,1344874200,11.85,11.85,11.85,11.85,19.89714766,235.78119977,11.85
325939,1344874260,11.85,11.85,11.85,11.85,20.13042313,238.54551409,11.85
325940,1344874320,11.85,11.85,11.85,11.85,10.527101,124.74614685,11.85
325941,1344874380,11.85,11.85,11.85,11.85,17.78941645,210.80458493,11.85
325942,1344874440,11.85,11.85,11.85,11.85,20.0,237.0,11.85
325943,1344874500,11.85,11.85,11.85,11.85,20.0,237.0,11.85
325944,1344874560,11.85,11.85,11.85,11.85,6.05825641,71.790338459,11.85
325945,1344874620,11.85,11.85,11.85,11.85,115.4087466,1367.5936472,11.85
325946,1344874680,11.85,11.85,11.85,11.85,10.0,118.5,11.85
325947,1344874740,11.85,11.85,11.85,11.85,30.0,355.5,11.85
325948,1344874800,11.9,11.9,11.9,11.9,26.5602,316.06638,11.9
325949,1344874860,11.9,11.9,11.9,11.9,20.0,238.0,11.9
